,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
108,Louisiana,All firms,76494,5893,8664,6861,14902,34752,5422
109,Louisiana,"All firms classifiable by gender, ethnicity, race, and veteran status",70992,5757,8466,6620,14332,32525,3291
110,Louisiana,Equally male-/female-owned,11124,859,1634,1140,2303,4912,275
111,Louisiana,Female-owned,13452,1436,1551,1570,2922,5438,534
112,Louisiana,Male-owned,46417,3461,5282,3910,9107,22176,2481
113,Louisiana,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",5502,136,197,241,570,2227,2131
