,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
12,Arizona,All firms,97312,9261,13486,10479,21858,36427,5801
13,Arizona,"All firms classifiable by gender, ethnicity, race, and veteran status",90591,9066,13125,10092,20975,34291,3043
14,Arizona,Equally male-/female-owned,19304,1744,2530,2196,3830,8550,455
15,Arizona,Female-owned,19139,2066,2908,2597,5127,6195,245
16,Arizona,Male-owned,52148,5256,7687,5298,12018,19546,2343
17,Arizona,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",6720,195,361,388,883,2136,2758
