,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
138,Minnesota,All firms,111389,7533,11956,9765,21260,54299,6576
139,Minnesota,"All firms classifiable by gender, ethnicity, race, and veteran status",103076,7444,11669,9494,20514,50261,3694
140,Minnesota,Equally male-/female-owned,17389,1081,2097,1517,3691,8597,405
141,Minnesota,Female-owned,18175,1608,2563,1819,4117,7679,389
142,Minnesota,Male-owned,67512,4756,7009,6157,12706,33985,2900
143,Minnesota,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",8313,89,288,271,746,4038,2881
