,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
234,Rhode Island,All firms,22757,1449,2310,1689,4079,11431,1800
235,Rhode Island,"All firms classifiable by gender, ethnicity, race, and veteran status",20647,1392,2232,1657,3952,10595,819
236,Rhode Island,Equally male-/female-owned,2921,132,333,180,451,1734,91
237,Rhode Island,Female-owned,3968,377,511,405,622,1899,154
238,Rhode Island,Male-owned,13758,883,1389,1072,2879,6961,574
239,Rhode Island,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2110,57,77,32,126,836,981
