,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
222,Oregon,All firms,84159,7165,10407,7956,18440,35399,4794
223,Oregon,"All firms classifiable by gender, ethnicity, race, and veteran status",78032,7011,10140,7610,17741,32831,2699
224,Oregon,Equally male-/female-owned,15471,1252,1968,1434,3692,6848,277
225,Oregon,Female-owned,17598,2016,2842,1905,4113,6301,421
226,Oregon,Male-owned,44963,3742,5329,4270,9936,19683,2002
227,Oregon,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",6127,154,267,346,699,2567,2094
