,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
276,Virginia,All firms,138881,10811,17546,12203,30262,59917,8143
277,Virginia,"All firms classifiable by gender, ethnicity, race, and veteran status",129426,10578,17304,11759,29227,55588,4969
278,Virginia,Equally male-/female-owned,16591,1046,1972,1480,4391,7167,536
279,Virginia,Female-owned,28874,2755,4490,2905,7308,10814,603
280,Virginia,Male-owned,83961,6778,10843,7373,17529,37608,3831
281,Virginia,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",9455,232,241,444,1034,4329,3174
