,GEO.display-label,VET_GROUP.display-label,All firms,PCT_Firms with less than 2 years in business,PCT_Firms with 2 to 3 years in business,PCT_Firms with 4 to 5 years in business,PCT_Firms with 6 to 10 years in business,PCT_Firms with 11 to 15 years in business,PCT_Firms with 16 or more years in business
168,Nevada,All firms,45804,100.0,100.0,100.0,100.0,100.0,100.0
169,Nevada,"All firms classifiable by gender, ethnicity, race, and veteran status",41704,95.4847277556,96.1979814738,95.437850377,95.8865514651,91.7093287827,48.9019033675
170,Nevada,Equally veteran-/nonveteran-owned,1380,3.69948776323,3.58081017558,1.66247825246,3.54996243426,2.98634812287,1.2298682284
171,Nevada,Nonveteran-owned,37104,83.6653386454,86.3403843495,87.3381016818,86.0255447032,80.6029579067,42.0204978038
172,Nevada,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",4100,4.51527224436,3.8020185262,4.58148076551,4.11344853494,8.29778156997,51.0980966325
173,Nevada,Veteran-owned,3220,8.10092961487,6.26296142679,6.41793930021,6.31104432757,8.12002275313,5.68081991215
