,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
66,Hawaii,All firms,23250,1650,2419,2024,4372,10829,1957
67,Hawaii,"All firms classifiable by gender, ethnicity, race, and veteran status",20860,1619,2374,1993,4199,9769,906
68,Hawaii,Equally male-/female-owned,3306,342,405,274,594,1570,121
69,Hawaii,Female-owned,5031,383,738,405,1266,2026,214
70,Hawaii,Male-owned,12523,894,1231,1314,2339,6173,571
71,Hawaii,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2390,31,45,31,173,1060,1051
