,GEO.display-label,VET_GROUP.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
72,Idaho,All firms,35100,2690,4469,3009,8466,14226,2240
73,Idaho,"All firms classifiable by gender, ethnicity, race, and veteran status",32614,2604,4420,2935,8160,13399,1096
74,Idaho,Equally veteran-/nonveteran-owned,1808,78,168,222,369,868,104
75,Idaho,Nonveteran-owned,28625,2351,4039,2550,7181,11566,937
76,Idaho,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2486,86,49,74,306,828,1144
77,Idaho,Veteran-owned,2182,175,213,163,611,965,55
