,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
282,Washington,All firms,137117,12263,18189,13369,30051,55955,7289
283,Washington,"All firms classifiable by gender, ethnicity, race, and veteran status",127622,11843,17657,12873,28949,52036,4264
284,Washington,Equally male-/female-owned,30412,2738,4018,2602,7393,12753,909
285,Washington,Female-owned,27483,3397,4739,3463,6133,9240,511
286,Washington,Male-owned,69726,5708,8901,6807,15423,30042,2845
287,Washington,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",9495,421,532,497,1102,3920,3024
