,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
174,New Hampshire,All firms,28920,1869,3032,2122,5725,14053,2118
175,New Hampshire,"All firms classifiable by gender, ethnicity, race, and veteran status",26102,1816,2982,2057,5487,12951,810
176,New Hampshire,Equally male-/female-owned,3368,164,407,272,726,1661,139
177,New Hampshire,Female-owned,5007,322,579,466,1203,2372,66
178,New Hampshire,Male-owned,17727,1330,1996,1319,3559,8918,606
179,New Hampshire,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2818,53,50,66,238,1102,1308
