,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
246,South Dakota,All firms,21568,1297,2585,1673,4238,10034,1741
247,South Dakota,"All firms classifiable by gender, ethnicity, race, and veteran status",19530,1292,2538,1608,4097,9104,891
248,South Dakota,Equally male-/female-owned,4534,233,480,422,865,2408,126
249,South Dakota,Female-owned,3093,219,548,320,686,1261,59
250,South Dakota,Male-owned,11902,840,1510,866,2546,5435,706
251,South Dakota,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2038,4,47,65,141,930,851
