,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
132,Michigan,All firms,161794,11938,17970,12748,30632,78791,9716
133,Michigan,"All firms classifiable by gender, ethnicity, race, and veteran status",151342,11730,17554,12222,29538,74205,6093
134,Michigan,Equally male-/female-owned,18307,1398,2136,1470,3799,8936,567
135,Michigan,Female-owned,28526,2757,4312,3041,6280,11286,851
136,Michigan,Male-owned,104508,7575,11106,7711,19458,53982,4675
137,Michigan,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",10452,208,416,526,1094,4586,3623
