,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
264,Utah,All firms,58085,5271,8545,6484,13724,20413,3648
265,Utah,"All firms classifiable by gender, ethnicity, race, and veteran status",54524,5127,8368,6287,13298,19413,2031
266,Utah,Equally male-/female-owned,9604,805,1477,1298,2580,3170,273
267,Utah,Female-owned,8374,1120,1503,1212,1959,2278,302
268,Utah,Male-owned,36546,3202,5388,3777,8759,13964,1456
269,Utah,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",3562,144,178,196,426,1000,1617
