,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
36,Connecticut,All firms,67920,4884,7364,4999,12169,33760,4743
37,Connecticut,"All firms classifiable by gender, ethnicity, race, and veteran status",61988,4743,6965,4831,11651,31287,2510
38,Connecticut,Equally male-/female-owned,5588,293,715,547,1210,2680,143
39,Connecticut,Female-owned,11483,1208,1584,1024,2359,4934,375
40,Connecticut,Male-owned,44916,3241,4666,3261,8082,23674,1993
41,Connecticut,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",5932,141,400,168,518,2473,2233
