,GEO.display-label,VET_GROUP.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
96,Kansas,All firms,55600,4108,5931,4471,10747,26291,4052
97,Kansas,"All firms classifiable by gender, ethnicity, race, and veteran status",50365,4002,5667,4278,10189,24092,2137
98,Kansas,Equally veteran-/nonveteran-owned,2114,112,131,104,384,1230,154
99,Kansas,Nonveteran-owned,43720,3547,5230,3978,9072,20132,1760
100,Kansas,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",5235,106,264,193,558,2198,1916
101,Kansas,Veteran-owned,4531,343,307,197,732,2730,222
