,GEO.display-label,VET_GROUP.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
36,Connecticut,All firms,67920,4884,7364,4999,12169,33760,4743
37,Connecticut,"All firms classifiable by gender, ethnicity, race, and veteran status",61988,4743,6965,4831,11651,31287,2510
38,Connecticut,Equally veteran-/nonveteran-owned,1427,54,80,135,276,806,78
39,Connecticut,Nonveteran-owned,55051,4469,6551,4516,10469,26872,2174
40,Connecticut,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",5932,141,400,168,518,2473,2233
41,Connecticut,Veteran-owned,5509,221,334,180,906,3610,258
