,GEO.display-label,VET_GROUP.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
264,Utah,All firms,58085,5271,8545,6484,13724,20413,3648
265,Utah,"All firms classifiable by gender, ethnicity, race, and veteran status",54524,5127,8368,6287,13298,19413,2031
266,Utah,Equally veteran-/nonveteran-owned,1408,80,210,214,289,569,45
267,Utah,Nonveteran-owned,49771,4830,7809,5768,12331,17309,1724
268,Utah,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",3562,144,178,196,426,1000,1617
269,Utah,Veteran-owned,3344,217,349,305,678,1535,261
