,GEO.display-label,VET_GROUP.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
204,North Dakota,All firms,20702,1710,3160,1552,3656,8973,1651
205,North Dakota,"All firms classifiable by gender, ethnicity, race, and veteran status",18663,1641,3089,1478,3536,8072,846
206,North Dakota,Equally veteran-/nonveteran-owned,667,9,118,58,124,315,43
207,North Dakota,Nonveteran-owned,16705,1570,2808,1365,3130,7108,724
208,North Dakota,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2039,69,71,74,120,901,805
209,North Dakota,Veteran-owned,1291,63,163,55,282,649,79
