,GEO.display-label,SEX.display-label,All firms,PCT_Firms with less than 2 years in business,PCT_Firms with 2 to 3 years in business,PCT_Firms with 4 to 5 years in business,PCT_Firms with 6 to 10 years in business,PCT_Firms with 11 to 15 years in business,PCT_Firms with 16 or more years in business
6,Alaska,All firms,15467,100.0,100.0,100.0,100.0,100.0,100.0
7,Alaska,"All firms classifiable by gender, ethnicity, race, and veteran status",13636,96.4401294498,93.4012875536,90.9287257019,94.9446604846,88.2389257601,47.4503025065
8,Alaska,Equally male-/female-owned,2602,12.5404530744,12.5536480687,14.6148308135,20.819623093,17.9503009724,13.0509939499
9,Alaska,Female-owned,3314,27.1844660194,28.1115879828,30.9575233981,23.6314687407,17.5644389566,8.38375108038
10,Alaska,Male-owned,7720,56.715210356,52.7896995708,45.3563714903,50.5234819025,52.7241858311,26.0155574762
11,Alaska,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",1831,3.55987055016,6.59871244635,9.07127429806,5.02542626383,11.7456397592,52.5496974935
