,GEO.display-label,VET_GROUP.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
192,New York,All firms,432907,41549,62896,45917,84389,181977,16179
193,New York,"All firms classifiable by gender, ethnicity, race, and veteran status",407744,40553,61635,44239,81491,169165,10661
194,New York,Equally veteran-/nonveteran-owned,6416,287,607,708,1247,3237,331
195,New York,Nonveteran-owned,378895,38890,59064,42246,76753,152687,9255
196,New York,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",25163,996,1261,1678,2898,12811,5518
197,New York,Veteran-owned,22432,1376,1963,1286,3491,13241,1075
