,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
30,Colorado,All firms,122432,10821,16678,11973,27885,48721,6354
31,Colorado,"All firms classifiable by gender, ethnicity, race, and veteran status",113691,10441,16156,11402,26782,45589,3321
32,Colorado,Equally male-/female-owned,17316,1252,2097,1754,4252,7462,499
33,Colorado,Female-owned,26761,2785,4976,2813,6450,9284,453
34,Colorado,Male-owned,69615,6404,9084,6835,16079,28843,2369
35,Colorado,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",8740,380,522,571,1103,3132,3033
