,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
300,Wyoming,All firms,17167,1442,2115,1362,3679,7308,1260
301,Wyoming,"All firms classifiable by gender, ethnicity, race, and veteran status",15480,1425,2073,1293,3415,6679,596
302,Wyoming,Equally male-/female-owned,3590,297,353,264,998,1561,117
303,Wyoming,Female-owned,3014,399,493,287,764,997,73
304,Wyoming,Male-owned,8876,728,1226,742,1653,4121,406
305,Wyoming,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",1687,17,42,69,264,630,665
