,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
6,Alaska,All firms,15467,1236,1864,1389,3343,6479,1157
7,Alaska,"All firms classifiable by gender, ethnicity, race, and veteran status",13636,1192,1741,1263,3174,5717,549
8,Alaska,Equally male-/female-owned,2602,155,234,203,696,1163,151
9,Alaska,Female-owned,3314,336,524,430,790,1138,97
10,Alaska,Male-owned,7720,701,984,630,1689,3416,301
11,Alaska,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",1831,44,123,126,168,761,608
