,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
162,Nebraska,All firms,41574,3064,4257,3088,8407,19584,3175
163,Nebraska,"All firms classifiable by gender, ethnicity, race, and veteran status",38089,3012,4075,3034,8079,18186,1703
164,Nebraska,Equally male-/female-owned,8975,618,865,787,2189,4295,220
165,Nebraska,Female-owned,6633,664,844,560,1468,2863,234
166,Nebraska,Male-owned,22482,1730,2365,1687,4422,11029,1249
167,Nebraska,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",3485,51,182,53,329,1398,1471
