,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
258,Texas,All firms,387504,39885,57262,39680,81245,152816,16615
259,Texas,"All firms classifiable by gender, ethnicity, race, and veteran status",364527,38392,55420,38383,78364,142959,11010
260,Texas,Equally male-/female-owned,59149,6491,9780,5669,13226,22683,1300
261,Texas,Female-owned,75358,8674,12932,8982,16848,26445,1478
262,Texas,Male-owned,230020,23228,32707,23733,48290,93831,8232
263,Texas,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",22977,1493,1842,1297,2881,9857,5605
