,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
168,Nevada,All firms,45804,5271,7233,5173,10648,14064,3415
169,Nevada,"All firms classifiable by gender, ethnicity, race, and veteran status",41704,5033,6958,4937,10210,12898,1670
170,Nevada,Equally male-/female-owned,7585,844,1082,708,1874,2849,227
171,Nevada,Female-owned,9735,1352,1941,1097,2797,2334,214
172,Nevada,Male-owned,24384,2836,3935,3132,5539,7714,1228
173,Nevada,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",4100,238,275,237,438,1167,1745
