,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
150,Missouri,All firms,108075,10956,14346,9139,20127,46751,6756
151,Missouri,"All firms classifiable by gender, ethnicity, race, and veteran status",100397,10720,13912,8872,19420,43422,4050
152,Missouri,Equally male-/female-owned,18080,1405,2121,1677,3660,8707,511
153,Missouri,Female-owned,22797,3647,4496,2226,4566,7443,418
154,Missouri,Male-owned,59520,5669,7295,4969,11193,27271,3121
155,Missouri,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",7678,236,433,267,707,3329,2706
