,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
114,Maine,All firms,31343,2294,3248,2470,6255,15068,2008
115,Maine,"All firms classifiable by gender, ethnicity, race, and veteran status",28760,2292,3195,2422,6056,13900,894
116,Maine,Equally male-/female-owned,4911,440,546,551,997,2245,132
117,Maine,Female-owned,5709,520,808,489,1548,2213,132
118,Maine,Male-owned,18140,1332,1842,1381,3511,9443,631
119,Maine,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2583,2,53,48,199,1168,1114
