,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
60,Georgia,All firms,159271,13941,21752,15686,35044,63649,9199
61,Georgia,"All firms classifiable by gender, ethnicity, race, and veteran status",149340,13641,21231,15065,33940,60123,5340
62,Georgia,Equally male-/female-owned,17561,1687,2081,2005,4307,7005,476
63,Georgia,Female-owned,33341,3825,5766,4232,8353,10774,391
64,Georgia,Male-owned,98438,8129,13384,8828,21281,42344,4473
65,Georgia,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",9931,300,521,621,1104,3526,3859
