,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
54,Florida,All firms,394946,41958,61848,42693,89633,144220,14593
55,Florida,"All firms classifiable by gender, ethnicity, race, and veteran status",378549,40852,60829,41634,87317,137684,10234
56,Florida,Equally male-/female-owned,59413,5835,9301,6920,14758,21230,1369
57,Florida,Female-owned,84895,10340,15081,9790,20791,27425,1468
58,Florida,Male-owned,234241,24677,36447,24924,51768,89029,7396
59,Florida,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",16397,1106,1019,1059,2317,6537,4359
