,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
102,Kentucky,All firms,63771,5411,7329,5085,11682,29454,4809
103,Kentucky,"All firms classifiable by gender, ethnicity, race, and veteran status",58541,5259,7185,4952,11181,27508,2456
104,Kentucky,Equally male-/female-owned,9367,601,1156,880,1737,4820,173
105,Kentucky,Female-owned,11216,1631,1872,1064,2371,4077,201
106,Kentucky,Male-owned,37958,3027,4157,3008,7074,18611,2082
107,Kentucky,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",5230,152,144,134,501,1946,2353
