,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
186,New Mexico,All firms,32755,2312,4122,2740,6449,14561,2572
187,New Mexico,"All firms classifiable by gender, ethnicity, race, and veteran status",29480,2276,3979,2582,6149,13349,1145
188,New Mexico,Equally male-/female-owned,5746,517,724,495,980,2967,63
189,New Mexico,Female-owned,6248,477,844,569,1936,2245,176
190,New Mexico,Male-owned,17486,1282,2410,1518,3233,8137,906
191,New Mexico,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",3276,36,143,158,299,1212,1427
