,GEO.display-label,VET_GROUP.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
216,Oklahoma,All firms,68159,5440,8719,6013,14210,29280,4496
217,Oklahoma,"All firms classifiable by gender, ethnicity, race, and veteran status",63229,5224,8459,5840,13772,27459,2475
218,Oklahoma,Equally veteran-/nonveteran-owned,2951,176,317,238,584,1439,196
219,Oklahoma,Nonveteran-owned,54433,4659,7525,5216,12148,22952,1932
220,Oklahoma,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",4930,216,260,173,438,1821,2021
221,Oklahoma,Veteran-owned,5845,390,616,385,1039,3067,348
