,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
18,Arkansas,All firms,46509,3616,5461,3804,9636,20520,3472
19,Arkansas,"All firms classifiable by gender, ethnicity, race, and veteran status",42201,3513,5336,3626,9234,18613,1879
20,Arkansas,Equally male-/female-owned,8666,618,1382,475,1890,4075,225
21,Arkansas,Female-owned,6971,575,929,718,1630,2824,295
22,Arkansas,Male-owned,26564,2319,3025,2433,5713,11714,1359
23,Arkansas,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",4308,102,125,178,402,1907,1593
