,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
252,Tennessee,All firms,88354,7122,10992,8237,16767,38426,6811
253,Tennessee,"All firms classifiable by gender, ethnicity, race, and veteran status",81054,6923,10710,7940,16031,35702,3749
254,Tennessee,Equally male-/female-owned,10914,961,1533,1168,2376,4495,380
255,Tennessee,Female-owned,15130,1369,2390,1803,2792,6310,465
256,Tennessee,Male-owned,55011,4592,6788,4969,10862,24897,2903
257,Tennessee,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",7300,199,281,297,736,2724,3062
