,GEO.display-label,SEX.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
144,Mississippi,All firms,40444,2914,4592,3379,7679,18563,3316
145,Mississippi,"All firms classifiable by gender, ethnicity, race, and veteran status",36714,2858,4527,3236,7287,17006,1800
146,Mississippi,Equally male-/female-owned,4480,289,739,300,923,2062,167
147,Mississippi,Female-owned,6759,778,736,746,1318,2778,403
148,Mississippi,Male-owned,25475,1791,3051,2190,5046,12166,1231
149,Mississippi,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",3730,56,66,143,392,1557,1516
