,GEO.display-label,VET_GROUP.display-label,All firms,Firms with less than 2 years in business,Firms with 2 to 3 years in business,Firms with 4 to 5 years in business,Firms with 6 to 10 years in business,Firms with 11 to 15 years in business,Firms with 16 or more years in business
138,Minnesota,All firms,111389,7533,11956,9765,21260,54299,6576
139,Minnesota,"All firms classifiable by gender, ethnicity, race, and veteran status",103076,7444,11669,9494,20514,50261,3694
140,Minnesota,Equally veteran-/nonveteran-owned,3364,165,348,258,504,1947,142
141,Minnesota,Nonveteran-owned,91403,6962,10523,8714,18514,43500,3189
142,Minnesota,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",8313,89,288,271,746,4038,2881
143,Minnesota,Veteran-owned,8309,317,797,521,1496,4815,363
